Region,Installation,RPUID,Asset_Name,build_dt,FCI,ICI,Visit Date,Net_Profit,Population,Profit_per_pop,ConditionCombo,ICI_Exist,Q-Rating
MCIEAST,MCAS Beaufort,27911,BOWLING ALLEY,1965,86,,04-Feb-21,358619.17,3373,106.3205366,86,N,Q1
MCIEAST,MCAS Beaufort,28075,YOUTH CENTER - LAUREL BAY,1995,88,,03-Feb-21,1363637.42,3373,404.2802905,88,N,Q1
MCIEAST,MCAS Beaufort,32912,MCCS CARWASH,2001,92,,29-Jan-21,514947.44,3373,152.6674889,92,N,Q1
MCIEAST,MCAS Beaufort,34775,BATHHOUSE,1967,86,,02-Feb-21,157397.61,3373,46.66398162,86,N,Q1
MCIEAST,MCAS Beaufort,34781,MWR LOCATION EXCHANGE,1995,88,,02-Feb-21,17191221.93,3373,5096.715663,88,N,Q1
MCIEAST,MCAS Beaufort,34785,CDC CHILD CARE LB,2002,88,,02-Feb-21,-81743.08,3373,-24.23453306,88,N,Q1
MCIEAST,MCAS Beaufort,34792,MCCS LB CAR WASH,2007,87,,01-Feb-21,244142.7,3373,72.3814705,87,N,Q1
MCIEAST,MCAS Beaufort,548413,AFTERBURNERS EM CMMNITY CLB AND SUBWAY,1956,88,,03-Feb-21,-158724.37,3373,-47.05732879,88,N,Q1
MCIEAST,MCAS Beaufort,548413,AFTERBURNERS EM CMMNITY CLB AND SUBWAY,1956,88,95,04-Aug-16,-158724.37,3373,-47.05732879,95,Y,Q1
MCIEAST,MCAS Beaufort,548414,OFFICERS CLUB,1956,83,97,04-Aug-16,-1574506.05,3373,-466.7969315,97,Y,Q1
MCIEAST,MCAS Beaufort,548419,MCCS HEADQUARTERS,1955,84,,01-Feb-21,-23804865.22,3373,-7057.475606,84,N,Q1
MCIEAST,MCAS Beaufort,548427,STATION TRAINING AUDITORIUM,1957,80,,27-Jan-21,-32275.51,3373,-9.568784465,80,N,Q2
MCIEAST,MCAS Beaufort,624330,TEMPORARY LODGING FACILITY,1989,86,96,,16064066.67,3373,4762.545707,96,Y,Q1
MCIEAST,MCAS Beaufort,624402,AUTO HOBBY/MWR EQUIP. ISSUE,1997,87,,02-Feb-21,1232622.73,3373,365.4381055,87,N,Q1
MCIEAST,MCAS Beaufort,624753,MCCS LOG CABIN,1997,86,,08-Feb-21,113807.16,3373,33.74063445,86,N,Q1
MCIEAST,MCAS Beaufort,625024,MCAS BASE EXCHANGE,2003,86,,05-Feb-21,55032130.6,3373,16315.48491,86,N,Q1
MCIEAST,MCAS Beaufort,625024,MCAS BASE EXCHANGE,2003,86,95.5,04-Aug-16,55032130.6,3373,16315.48491,95.5,Y,Q1
MCIEAST,MCAS Beaufort,625027,MCAS CHILD DEVELOPMENT CEN,1995,88,,03-Feb-21,9211540.16,3373,2730.963581,88,N,Q1
MCIEAST,MCAS Beaufort,924880,H&HS HEADQUARTERS,1966,85,,04-Feb-21,-4.65661E-10,3373,-1.38056E-13,85,N,Q1
MCIEAST,MCAS Beaufort,1159320,PHYSICAL FITNESS CENTER,2013,90,,27-Jan-21,-1046670.38,3373,-310.3084435,90,N,Q1
MCIEAST,MCAS Cherry Point,14333,(MCCS) CHILD DEVELOPMENT CENTER-2,2001,82,,12-Nov-20,15613916.38,7414,2106.004367,82,N,Q1
MCIEAST,MCAS Cherry Point,17300,HITT FITNESS CENTER (GRANTS LANDING) (MCCS),1955,34,,20-Aug-15,-41156.46,7414,-5.551181548,34,N,Q4
MCIEAST,MCAS Cherry Point,17523,(MCCS) THE ROAD HOUSE,1970,65,,28-Jan-16,5005216.55,7414,675.1033922,65,N,Q3
MCIEAST,MCAS Cherry Point,17523,(MCCS) THE ROAD HOUSE,1970,65,89,28-Nov-17,5005216.55,7414,675.1033922,89,Y,Q1
MCIEAST,MCAS Cherry Point,17541,(MCCS) DEVIL DOG GYM,1989,87,,16-Nov-20,115073.02,7414,15.52104397,87,N,Q1
MCIEAST,MCAS Cherry Point,17554,(MCCS/STATION) EDUCA/TRNG FACILITY,1993,78,,07-Dec-20,10409.38,7414,1.404016725,78,N,Q2
MCIEAST,MCAS Cherry Point,18319,(MCCS) HANCOCK POOL BATHHOUSE,1955,79,,06-Dec-20,417130.74,7414,56.26257621,79,N,Q2
MCIEAST,MCAS Cherry Point,19032,(MCCS) ADMINISTRATION OFFICE,1945,69,,19-Nov-20,-10232516.96,7414,-1380.161446,69,N,Q3
MCIEAST,MCAS Cherry Point,19069,(MCCS) AUTO SKILLS CENTER,2003,86,,10-Nov-20,1260282.25,7414,169.9868155,86,N,Q1
MCIEAST,MCAS Cherry Point,19144,(MCCS) HANCOCK LODGE,1995,86,,07-Dec-20,91851.36,7414,12.38890747,86,N,Q1
MCIEAST,MCAS Cherry Point,19266,ADMIN OFF (IPAC/MCCS/LIBRARY/FRC/TAX CENTER),1942,66,,21-Jan-16,1588917.89,7414,214.3131764,66,N,Q3
MCIEAST,MCAS Cherry Point,19266,ADMIN OFF (IPAC/MCCS/LIBRARY/FRC/TAX CENTER),1942,66,93,29-Nov-17,1588917.89,7414,214.3131764,93,Y,Q1
MCIEAST,MCAS Cherry Point,19298,(MCCS) EXCHANGE RETAIL/COMMISARY,1982,85,,21-Nov-20,72023213.48,7414,9714.487926,85,N,Q1
MCIEAST,MCAS Cherry Point,19298,(MCCS) EXCHANGE RETAIL/COMMISARY,1982,85,90.33333333,28-Nov-17,72023213.48,7414,9714.487926,90.33333333,Y,Q1
MCIEAST,MCAS Cherry Point,19298,(MCCS) EXCHANGE RETAIL/COMMISARY,1982,85,93.5,29-Nov-17,72023213.48,7414,9714.487926,93.5,Y,Q1
MCIEAST,MCAS Cherry Point,19304,(MCCS) SHADY GROVE REC GROUNDS A,1981,80,,20-Aug-15,438698.7,7414,59.17166172,80,N,Q2
MCIEAST,MCAS Cherry Point,19305,(MCCS) SHADY GROVE REC GROUNDS B,1981,80,,20-Aug-15,-9122.6,7414,-1.230455894,80,N,Q2
MCIEAST,MCAS Cherry Point,19462,BOWLING CENTER,1966,70,,10-Feb-16,-6759.7,7414,-0.911748044,70,N,Q3
MCIEAST,MCAS Cherry Point,19470,ENGINE OVERHAUL-TEST BLDG (FRC/MCCS),1944,94,78,28-Nov-17,6682444.8,7414,901.3278662,78,Y,Q2
MCIEAST,MCAS Cherry Point,19525,(MCCS) OUTDOOR CONNECTION,1943,33,,06-May-10,3337473.85,7414,450.1583288,33,N,Q4
MCIEAST,MCAS Cherry Point,19579,(MCCS) BOATHOUSE SLOCUM,1989,83,,04-Dec-20,523613.76,7414,70.62500135,83,N,Q1
MCIEAST,MCAS Cherry Point,19599,(MCCS) CHILD CARE CENTER,1990,88,,12-Nov-20,3217704.28,7414,434.0038144,88,N,Q1
MCIEAST,MCAS Cherry Point,19803,(MCCS) CONCESSION CENTER-EXCHANGE,1998,86,,13-Nov-20,35731960.71,7414,4819.525318,86,N,Q1
MCIEAST,MCAS Cherry Point,20073,(MCCS) CHERRY POINT INN,1944,74,,03-Dec-20,1471679.95,7414,198.5001281,74,N,Q2
MCIEAST,MCAS Cherry Point,20137,(MCCS) MARINE DOME,1945,63,,12-Jan-16,103946.3,7414,14.02027246,63,N,Q3
MCIEAST,MCAS Cherry Point,21073,(MCCS) 7 DAY STORE,1942,72,,06-Dec-20,39443525.14,7414,5320.140968,72,N,Q2
MCIEAST,MCAS Cherry Point,21073,(MCCS) 7 DAY STORE,1942,72,85,28-Nov-17,39443525.14,7414,5320.140968,85,Y,Q1
MCIEAST,MCAS Cherry Point,21093,(MCCS) BATHHOUSE-CEDAR CREEK POOL,1971,76,,07-Dec-20,219357.36,7414,29.58691125,76,N,Q2
MCIEAST,MCAS Cherry Point,21097,(MCCS) GOLF CLUBHOUSE,1972,76,78,29-Nov-17,4212125.28,7414,568.131276,78,Y,Q2
MCIEAST,MCAS Cherry Point,21104,DEVIL DOG INN,1976,84,,01-Dec-20,1405305.26,7414,189.5475128,84,N,Q1
MCIEAST,MCAS Cherry Point,21134,MEDICAL/DENTAL CLINIC-CHERRY POINT (MCCS),1994,85,78,28-Nov-17,1488697.75,7414,200.7954883,78,Y,Q2
MCIEAST,MCAS Cherry Point,21500,TACO BELL / PIZZA HUT,1996,78,85,28-Nov-17,16238744.59,7414,2190.281169,85,Y,Q1
MCIEAST,MCAS Cherry Point,21815,AUDITORIUM (MCCS),1946,71,,10-Feb-16,1494668.41,7414,201.6008106,71,N,Q2
MCIEAST,MCAS Cherry Point,22131,(MCCS) EXCHANGE SERVICE BLDG,1998,88,99,28-Nov-17,4754538.43,7414,641.2919382,99,Y,Q1
MCIEAST,MCAS Cherry Point,22252,(MCCS) CHERRY TREEHOUSE,1996,86,,06-Dec-20,4406405.46,7414,594.3357783,86,N,Q1
MCIEAST,MCAS Cherry Point,1066055,(MCCS) CONSOLIDATED CLUB,2010,85,96,28-Nov-17,1641763.43,7414,221.4409806,96,Y,Q1
MCIEAST,MCAS Cherry Point,1081832,(MCCS) CHILD DEVELOPMENT CENTER,2011,88,,12-Nov-20,5536545.88,7414,746.7690693,88,N,Q1
MCIEAST,MCAS Cherry Point,1165463,(MCCS) PELICAN POINT RV PARK CAMPGROUND,2013,100,,20-Aug-15,2689897.6,7414,362.8132722,100,N,Q1
MCIEAST,MCAS Cherry Point,1308822,,,,,,2563861.54,7414,345.8135339,,N,Q4
MCIEAST,MCAS New River,36734,CHILD DEVELOPMENT CENTER,1999,81,,18-Feb-21,11436684,6452,1772.579665,81,N,Q1
MCIEAST,MCAS New River,36741,MCCS EQUIPMENT RENTAL,1969,70,,23-Feb-21,407484.9,6452,63.15637012,70,N,Q3
MCIEAST,MCAS New River,40111,EDUCATION/ADMIN OFF/DPC,1956,71,,22-Feb-21,-5.45697E-12,6452,-8.45779E-16,71,N,Q2
MCIEAST,MCAS New River,40112,LIBRARY/STATION EDUCATION,1956,70,,22-Feb-21,-206295.96,6452,-31.97395536,70,N,Q3
MCIEAST,MCAS New River,40130,THEATER,1957,70,,28-Feb-21,1033055.89,6452,160.1140561,70,N,Q3
MCIEAST,MCAS New River,40138,CORNER CAFE & BARBER SHOP,2002,83,,25-Feb-21,8084025.43,6452,1252.948765,83,N,Q1
MCIEAST,MCAS New River,40138,CORNER CAFE & BARBER SHOP,2002,83,93,01-Nov-17,8084025.43,6452,1252.948765,93,Y,Q1
MCIEAST,MCAS New River,40141,MARINA SUPPORT BLDG,1961,78,96,01-Nov-17,314180.36,6452,48.6950341,96,Y,Q1
MCIEAST,MCAS New River,42426,FAMILY SERVICES CENTER,2001,86,,25-Feb-21,-299.92,6452,-0.046484811,86,N,Q1
MCIEAST,MCAS New River,42427,FAMILY SERVICES CENTER,1975,82,,18-Feb-21,-653.62,6452,-0.101305022,82,N,Q1
MCIEAST,MCAS New River,42832,BOWLING ALLEY,1968,74,88,01-Nov-17,4197519.25,6452,650.5764492,88,Y,Q1
MCIEAST,MCAS New River,43218,FITNESS CENTER,1995,93,,16-May-19,-165753.76,6452,-25.69029138,93,N,Q1
MCIEAST,MCAS New River,43233,SINGLE MARINE PROGRAM CENTER,1983,83,,05-Mar-21,-145706.04,6452,-22.58308122,83,N,Q1
MCIEAST,MCAS New River,43234,LOCATION EXCHANGE,1982,84,,05-Mar-21,158661190.7,6452,24591.0091,84,N,Q1
MCIEAST,MCAS New River,43234,LOCATION EXCHANGE,1982,84,98,01-Nov-17,158661190.7,6452,24591.0091,98,Y,Q1
MCIEAST,MCAS New River,43236,EXCHANGE SERVICE OUTLETS,1999,87,,16-Feb-21,6183236.16,6452,958.3441042,87,N,Q1
MCIEAST,MCAS New River,43236,EXCHANGE SERVICE OUTLETS,1999,87,97,01-Nov-17,6183236.16,6452,958.3441042,97,Y,Q1
MCIEAST,MCAS New River,43708,MWR READY STOR,1998,82,,17-Feb-21,-171637.7,6452,-26.60224737,82,N,Q1
MCIEAST,MCAS New River,43716,OUTDOOR SWIMMING POOL,1963,98,,01-Jun-21,199205.02,6452,30.8749256,98,N,Q1
MCIEAST,MCAS New River,43717,OFFICERS CLUB/OPEN/,1954,70,98,01-Nov-17,5408748.02,6452,838.3056448,98,Y,Q1
MCIEAST,MCAS New River,1150187,MCCS CONSOLIDATED GEAR ISSUE,2012,92,,19-Feb-21,503300.55,6452,78.00690484,92,N,Q1
MCIEAST,MCAS New River,1157487,WENDYS,2007,98,,01-Jul-16,2132054.24,6452,330.4485803,98,N,Q1
MCIEAST,MCAS New River,1166967,HIGH INTENSITY TACTICAL TRAINING FACILITY,2013,92,,17-Feb-21,-244080.5,6452,-37.83020769,92,N,Q1
MCIEAST,MCAS New River,1169050,FIRESTONE AUTO SERVICE,2009,90,,23-Feb-21,867089.41,6452,134.3907951,90,N,Q1
MCIEAST,MCAS New River,1169053,CAR WASH,2009,91,,16-Feb-21,288399.58,6452,44.69925294,91,N,Q1
MCIEAST,MCAS New River,1176132,FITNESS CENTER,2012,88,,19-Feb-21,-74300.63,6452,-11.5159067,88,N,Q1
MCIEAST,MCAS New River,1277258,MARINE MART,2016,93,,17-Feb-21,18476423.6,6452,2863.673838,93,N,Q1
MCIEAST,MCAS New River,1277258,MARINE MART,2016,93,94,01-Nov-17,18476423.6,6452,2863.673838,94,Y,Q1
MCIEAST,MCB Lejeune,31576,BASE THEATER,1943,82,,22-Sep-20,1785637.34,32706,54.59662875,82,N,Q1
MCIEAST,MCB Lejeune,31586,RECREATION CENTER,2004,86,,27-Apr-17,-176.82,32706,-0.005406347,86,N,Q1
MCIEAST,MCB Lejeune,31589,BOATHOUSE (GOTTSCHALK MAR),2000,88,,24-Jul-19,1673719.83,32706,51.17470281,88,N,Q1
MCIEAST,MCB Lejeune,31592,YOUTH SPORTS OFFICE,1975,85,,03-Dec-21,273240.66,32706,8.35445056,85,N,Q1
MCIEAST,MCB Lejeune,31888,RECREATION CENTER,1944,78,,30-May-19,141514.28,32706,4.326859903,78,N,Q2
MCIEAST,MCB Lejeune,31932,DIVISION HQ,1942,81,,21-Sep-20,11098005.71,32706,339.3262921,81,N,Q1
MCIEAST,MCB Lejeune,31932,DIVISION HQ,1942,81,84,31-Oct-17,11098005.71,32706,339.3262921,84,Y,Q1
MCIEAST,MCB Lejeune,31988,EXCHANGE RETAIL-STORE,1981,80,,06-Jan-21,26719941.63,32706,816.9736938,80,N,Q2
MCIEAST,MCB Lejeune,31988,EXCHANGE RETAIL-STORE,1981,80,83,02-Nov-17,26719941.63,32706,816.9736938,83,Y,Q1
MCIEAST,MCB Lejeune,32001,RECREATION CENTER,1942,66,,09-Dec-20,7199176,32706,220.1178989,66,N,Q3
MCIEAST,MCB Lejeune,32121,INDUSTRIAL GRILL,1985,79,,12-Dec-19,1352783.64,32706,41.36194093,79,N,Q2
MCIEAST,MCB Lejeune,32121,INDUSTRIAL GRILL,1985,79,87,30-Oct-17,1352783.64,32706,41.36194093,87,Y,Q1
MCIEAST,MCB Lejeune,32131,MCCS RENTAL OFFICE,1943,77,,14-Jan-20,3971962.41,32706,121.444457,77,N,Q2
MCIEAST,MCB Lejeune,32211,CHILD DEV CTR BREWSTER,1991,87,,15-Nov-21,4865523.8,32706,148.7654803,87,N,Q1
MCIEAST,MCB Lejeune,33205,GOLF CLUBHOUSE,2000,87,90,02-Nov-17,9042163.77,32706,276.4680416,90,Y,Q1
MCIEAST,MCB Lejeune,35399,MCX RETAIL SERVICE STA,1960,76,,04-Mar-20,1762276.84,32706,53.88237143,76,N,Q2
MCIEAST,MCB Lejeune,35401,MARINE MART,1960,90,79,30-Oct-17,29327643.13,32706,896.7052874,79,Y,Q2
MCIEAST,MCB Lejeune,35499,GYMNASIUM,1943,77,,01-Oct-19,-439863.3,32706,-13.44900936,77,N,Q2
MCIEAST,MCB Lejeune,35518,MESS OPEN E7-E9 (SNCO CLUB),1942,65,,20-May-19,1758142.82,32706,53.75597199,65,N,Q3
MCIEAST,MCB Lejeune,35518,MESS OPEN E7-E9 (SNCO CLUB),1942,65,94,31-Oct-17,1758142.82,32706,53.75597199,94,Y,Q1
MCIEAST,MCB Lejeune,36028,7-DAY STORE,2003,84,97,31-Oct-17,16049966.67,32706,490.7346258,97,Y,Q1
MCIEAST,MCB Lejeune,37171,LOCATION EXCHANGE,1983,85,,20-Jan-21,59179863.93,32706,1809.449762,85,N,Q1
MCIEAST,MCB Lejeune,37171,LOCATION EXCHANGE,1983,85,94,31-Oct-17,59179863.93,32706,1809.449762,94,Y,Q1
MCIEAST,MCB Lejeune,37269,MARINA SUPPORT BLDG,1945,84,,24-Jul-19,353198.58,32706,10.79919831,84,N,Q1
MCIEAST,MCB Lejeune,37271,MARSTON PAVILION,1945,92,95,31-Oct-17,70219.82,32706,2.147001162,95,Y,Q1
MCIEAST,MCB Lejeune,37277,FIELD HSE GOETTGE MEMORIAL,1950,80,,26-Oct-20,-950642.46,32706,-29.0663016,80,N,Q2
MCIEAST,MCB Lejeune,37281,HOSPITAL ADMIN ANNEX,1953,71,,06-Dec-20,2.79897E-10,32706,8.55797E-15,71,N,Q2
MCIEAST,MCB Lejeune,37282,HOSPITAL ADMIN ANNEX,1953,88,,20-Aug-15,3692,32706,0.112884486,88,N,Q1
MCIEAST,MCB Lejeune,37459,MWR MIL REC CENTER,1983,85,,13-Nov-19,-763033.52,32706,-23.33007766,85,N,Q1
MCIEAST,MCB Lejeune,37516,MCCS  CAR WASH,1986,81,,19-Mar-21,576799.16,32706,17.6358821,81,N,Q1
MCIEAST,MCB Lejeune,37754,EXCH WHSE,1943,74,,16-Jan-20,-7983631.62,32706,-244.1029664,74,N,Q2
MCIEAST,MCB Lejeune,37861,INSTALLATION RESTAURANT AND ADMIN,1983,86,,22-Aug-19,-1217690.6,32706,-37.2314132,86,N,Q1
MCIEAST,MCB Lejeune,38105,ADMIN --MCCS PERSONNEL,1943,76,,01-Apr-17,-35080344.52,32706,-1072.596604,76,N,Q2
MCIEAST,MCB Lejeune,38106,MCX MAIN WHSE,1942,76,,13-Mar-17,-41820952.51,32706,-1278.693589,76,N,Q2
MCIEAST,MCB Lejeune,38174,RECREATION CENTER - MCCS,1942,87,,10-Feb-21,-21926.99,32706,-0.670427139,87,N,Q1
MCIEAST,MCB Lejeune,38541,FITNESS CENTER,1943,78,,08-Jan-21,-353567.64,32706,-10.81048248,78,N,Q2
MCIEAST,MCB Lejeune,38727,RECREATION CENTER,1983,77,,08-Dec-20,-196393,32706,-6.004800342,77,N,Q2
MCIEAST,MCB Lejeune,38728,FITNESS CENTER,1989,84,,08-Dec-20,-435997.42,32706,-13.33080841,84,N,Q1
MCIEAST,MCB Lejeune,38899,COM OFF MESS OPEN,1942,77,97,31-Oct-17,9252093.65,32706,282.8867379,97,Y,Q1
MCIEAST,MCB Lejeune,39078,MCCS MAINT OFFICE,1943,78,,11-Dec-19,-13002388.74,32706,-397.5536214,78,N,Q2
MCIEAST,MCB Lejeune,39223,LOCATION EXCHANGE (BM),1982,78,83,31-Oct-17,35201541.67,32706,1076.302259,83,Y,Q1
MCIEAST,MCB Lejeune,39426,EDUCATION SERVICES OFFICE,1961,84,,04-Feb-22,-192772.6,32706,-5.894105057,84,N,Q1
MCIEAST,MCB Lejeune,39426,EDUCATION SERVICES OFFICE,1961,84,91,02-Nov-17,-192772.6,32706,-5.894105057,91,Y,Q1
MCIEAST,MCB Lejeune,39432,EXCHANGE SERVICE OUTLETS,1955,78,,04-Jun-19,47546002.3,32706,1453.739445,78,N,Q2
MCIEAST,MCB Lejeune,39432,EXCHANGE SERVICE OUTLETS,1955,78,81,30-Oct-17,47546002.3,32706,1453.739445,81,Y,Q1
MCIEAST,MCB Lejeune,39433,YOUTH CNTR (STONE ST),1997,75,,06-Dec-20,4820802.82,32706,147.3981172,75,N,Q2
MCIEAST,MCB Lejeune,39445,BOWLING ALLEY,1964,74,,04-Jun-19,4938816.67,32706,151.0064413,74,N,Q2
MCIEAST,MCB Lejeune,39445,BOWLING ALLEY,1964,74,90,30-Oct-17,4938816.67,32706,151.0064413,90,Y,Q1
MCIEAST,MCB Lejeune,39446,MCCS EXCHANGE ADMINISTRATION,1972,91,,06-Jun-19,-26069995.46,32706,-797.1013105,91,N,Q1
MCIEAST,MCB Lejeune,39447,INNS OF THE CORPS,1973,76,97,30-Oct-17,49115707.18,32706,1501.733846,97,Y,Q1
MCIEAST,MCB Lejeune,39684,COMBAT TRNG POOL/INDOOR,1944,82,,22-Aug-19,-197013.36,32706,-6.023768116,82,N,Q1
MCIEAST,MCB Lejeune,39849,EXCHANGE SERVICE OUTLET,1978,90,,05-Jun-19,5930012.34,32706,181.3126747,90,N,Q1
MCIEAST,MCB Lejeune,39880,NAVAL MEDICAL CENTER - CAMP LEJEUNE,1983,94,,30-Jul-20,5090538.58,32706,155.6454039,94,N,Q1
MCIEAST,MCB Lejeune,39880,NAVAL MEDICAL CENTER - CAMP LEJEUNE,1983,94,85,02-Nov-17,5090538.58,32706,155.6454039,85,Y,Q1
MCIEAST,MCB Lejeune,39926,BASE LIBRARY/RESTAURANT,1979,72,,23-Jan-20,-557034.6,32706,-17.03157219,72,N,Q2
MCIEAST,MCB Lejeune,39929,EXCHANGE,1993,86,,28-Jan-20,437475751.8,32706,13376.00904,86,N,Q1
MCIEAST,MCB Lejeune,39929,EXCHANGE,1993,86,94.5,30-Oct-17,437475751.8,32706,13376.00904,94.5,Y,Q1
MCIEAST,MCB Lejeune,39930,TACO BELL,2003,88,,27-Jan-20,21749385.98,32706,664.9968195,88,N,Q1
MCIEAST,MCB Lejeune,39933,AUTO HOBBY SHOP,1997,89,,12-Jun-19,2045402.86,32706,62.53907112,89,N,Q1
MCIEAST,MCB Lejeune,40288,RECREATION CENTER,1977,77,,25-Feb-21,426225.12,32706,13.03201614,77,N,Q2
MCIEAST,MCB Lejeune,41821,COMMUNITY CENTER,1958,74,,03-Feb-21,217477.3,32706,6.649461872,74,N,Q2
MCIEAST,MCB Lejeune,41891,MCCS VENDING WAREHOUSE,1992,86,,21-Mar-21,-13681488.03,32706,-418.3173739,86,N,Q1
MCIEAST,MCB Lejeune,42535,MILITARY CLOTHING EXHG,1951,96,,08-Sep-21,1944900.46,32706,59.46616706,96,N,Q1
MCIEAST,MCB Lejeune,42536,BARBER SHOP/EXCHANGE RETAIL,1951,45,,27-Aug-21,19830364.92,32706,606.3219263,45,N,Q4
MCIEAST,MCB Lejeune,42536,BARBER SHOP/EXCHANGE RETAIL,1951,45,80,01-Nov-17,19830364.92,32706,606.3219263,80,Y,Q2
MCIEAST,MCB Lejeune,42642,SHOPPING CENTER TARAWA TERRACE,1952,65,,02-Feb-21,2375621.9,32706,72.63566012,65,N,Q3
MCIEAST,MCB Lejeune,42654,MCCS CAR WASH,2002,72,,11-Mar-21,288399.58,32706,8.817941051,72,N,Q2
MCIEAST,MCB Lejeune,42656,LOCATION EXCHANGE,1990,83,84,02-Nov-17,29235081.5,32706,893.8751758,84,Y,Q1
MCIEAST,MCB Lejeune,43032,FITNESS CENTER,2001,83,,07-Feb-21,-398220.89,32706,-12.17577478,83,N,Q1
MCIEAST,MCB Lejeune,43635,COMMUNITY CENTER,1946,75,,02-Feb-21,-837491.1,32706,-25.60665016,75,N,Q2
MCIEAST,MCB Lejeune,43635,COMMUNITY CENTER,1946,75,78,02-Nov-17,-837491.1,32706,-25.60665016,78,Y,Q2
MCIEAST,MCB Lejeune,43644,LOC EX/FILLING STA,1993,83,78,,7412575.42,32706,226.6426778,78,Y,Q2
MCIEAST,MCB Lejeune,44344,CHILD CARE CENTER,2002,87,,01-Feb-21,5952221.76,32706,181.9917373,87,N,Q1
MCIEAST,MCB Lejeune,44454,"YOUTH CENTER, TARAWA TERRACE",1997,87,,04-Feb-21,2681885.14,32706,81.99979025,87,N,Q1
MCIEAST,MCB Lejeune,44478,BATH HOUSE,1984,85,,04-Feb-21,1011378.32,32706,30.92332661,85,N,Q1
MCIEAST,MCB Lejeune,45944,LOCATION EXCHGE@MONTFORD RD,1977,65,,21-Mar-22,22040098.67,32706,673.8854849,65,N,Q3
MCIEAST,MCB Lejeune,45944,LOCATION EXCHGE@MONTFORD RD,1977,65,85,01-Nov-17,22040098.67,32706,673.8854849,85,Y,Q1
MCIEAST,MCB Lejeune,46007,INDOOR GYM @MONTFORD LAND RD,1989,88,,27-Sep-21,-436526.82,32706,-13.34699505,88,N,Q1
MCIEAST,MCB Lejeune,47757,RECREAT CTR@HARLEM/ROCHESTER,1943,68,,28-Jan-21,6827837.42,32706,208.7640623,68,N,Q3
MCIEAST,MCB Lejeune,47757,RECREAT CTR@HARLEM/ROCHESTER,1943,68,71,01-Nov-17,6827837.42,32706,208.7640623,71,Y,Q2
MCIEAST,MCB Lejeune,47783,ISSUE/RETAIL CLTHG/UNIFORM,1943,79,74,01-Nov-17,28245832.97,32706,863.628477,74,Y,Q2
MCIEAST,MCB Lejeune,47784,LIBRARY,1943,84,,27-Jan-21,-248577.32,32706,-7.600358344,84,N,Q1
MCIEAST,MCB Lejeune,625295,INSTALLATION RESTAURANT MWR,2008,82,84,30-Oct-17,6367996.52,32706,194.7042292,84,Y,Q1
MCIEAST,MCB Lejeune,925331,COUNSELING CENTER,2007,85,,05-Jan-22,-735830.64,32706,-22.49833792,85,N,Q1
MCIEAST,MCB Lejeune,1027349,MARSOC SOF HEADQUARTERS,2009,89,,15-Mar-21,762798.7,32706,23.32289794,89,N,Q1
MCIEAST,MCB Lejeune,1063286,,,,,,-333056.84,32706,-10.18335596,,N,Q4
MCIEAST,MCB Lejeune,1119304,CHILD DEVELOPMENT CENTER,2011,89,,03-Feb-21,11825144.6,32706,361.558876,89,N,Q1
MCIEAST,MCB Lejeune,1119803,CHILD DEVELOPMENT CENTER,2011,91,,03-Feb-21,13887349.56,32706,424.6116786,91,N,Q1
MCIEAST,MCB Lejeune,1127026,MARINE MART/CAR WASH,2011,92,,06-Jan-21,42090465.36,32706,1286.93406,92,N,Q1
MCIEAST,MCB Lejeune,1127026,MARINE MART/CAR WASH,2011,92,85,02-Nov-17,42090465.36,32706,1286.93406,85,Y,Q1
MCIEAST,MCB Lejeune,1140677,CHILD DEVELOPMENT CENTER-TT2,2011,91,,03-Feb-21,9757595.48,32706,298.3426735,91,N,Q1
MCIEAST,MCB Lejeune,1158413,WENDY'S,2005,98,,01-Jul-16,1420422.5,32706,43.43002813,98,N,Q1
MCIEAST,MCB Lejeune,1158421,WENDY'S RESTAURANT,2010,98,,01-Jul-16,5084957.76,32706,155.4747679,98,N,Q1
MCIEAST,MCB Lejeune,1158501,DUNKIN DONUTS/BASKIN ROBINS,2008,98,,01-Jul-16,1343973.66,32706,41.09257201,98,N,Q1
MCIEAST,MCB Lejeune,1158554,DOMINO'S PIZZA,2002,98,,01-Jul-16,6709013.46,32706,205.1309686,98,N,Q1
MCIEAST,MCB Lejeune,1162846,RESERVATION OFFICE ONSLOW BEACH MCCS,2012,85,,17-Mar-21,17719646.21,32706,541.785795,85,N,Q1
MCIEAST,MCB Lejeune,1167658,CHILD DEVELOPMENT CENTER COURTHOUSE BAY,2013,94,,11-Jan-21,10991667.54,32706,336.0749569,94,N,Q1
MCIEAST,MCB Lejeune,1169181,MARINE CORPS EXCHANGE,2012,88,91,02-Nov-17,20630265.48,32706,630.7792295,91,Y,Q1
MCIEAST,MCB Lejeune,1169395,SKEET RANGE RETAIL BLDG,2012,94,99,02-Nov-17,875796.57,32706,26.77785636,99,Y,Q1
MCIEAST,MCB Lejeune,1173406,HOSTESS HOUSE,2013,88,96,30-Oct-17,-2295444.12,32706,-70.18419006,96,Y,Q1
MCIEAST,MCB Lejeune,1173443,,,,89,03-Nov-17,4178887.09,32706,127.771268,89,Y,Q1
MCIEAST,MCB Lejeune,1193986,WALLACE CREEK FITNESS CENTER,2013,91,,09-May-19,-1597725.28,32706,-48.85113679,91,N,Q1
